restaurant_id,orders_count,temp,rain,wind,humidity,tourist_flow,is_holiday,ops_accepting_time_gojek,ops_delivery_time_gojek,ops_preparation_time_gojek,ops_rating_gojek,ops_rating_grab,mkt_ads_spend_gojek,mkt_ads_spend_grab,mkt_impressions_grab,mkt_roas_gojek,mkt_roas_grab,outage_offline_rate_grab,ads_spend_total,impressions_total,accepting_time_mean,delivery_time_mean,preparation_time_mean,offline_rate_sum,day_of_week,is_weekend,total_sales_lag_1,total_sales_lag_3,total_sales_lag_7,orders_count_lag_1,orders_count_lag_3,orders_count_lag_7,temp_lag_1,temp_lag_2,temp_lag_3,temp_lag_4,temp_lag_5,temp_lag_6,temp_lag_7,rain_lag_1,rain_lag_2,rain_lag_3,rain_lag_4,rain_lag_5,rain_lag_6,rain_lag_7,wind_lag_1,wind_lag_2,wind_lag_3,wind_lag_4,wind_lag_5,wind_lag_6,wind_lag_7,humidity_lag_1,humidity_lag_2,humidity_lag_3,humidity_lag_4,humidity_lag_5,humidity_lag_6,humidity_lag_7,tourist_flow_lag_1,tourist_flow_lag_2,tourist_flow_lag_3,tourist_flow_lag_4,tourist_flow_lag_5,tourist_flow_lag_6,tourist_flow_lag_7,total_sales_rolling_mean_7,orders_count_rolling_mean_7,temp_rolling_mean_7,rain_rolling_mean_7,wind_rolling_mean_7,humidity_rolling_mean_7,tourist_flow_rolling_mean_7
24,0.0,26.6,17.7,19.6,86.0,0.0,0,,,,4.800000190734863,4.8,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,5,1,184400.0,1756850.0,1788800.0,1.0,16.0,7.0,26.5,26.2,27.4,27.6,26.9,27.6,26.5,8.5,19.0,1.3,4.2,0.6,0.6,23.4,11.9,6.4,11.0,14.0,14.8,18.8,24.2,85.0,91.0,82.0,81.0,81.0,73.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1170907.142857143,7.285714285714286,26.97142857142857,7.414285714285714,13.785714285714286,82.71428571428571,0.0
26,12.0,,,,,0.0,0,0.1166666666666666,4.733333333333333,22.83333333333333,4.900000095367432,4.9,,58891.87,302.0,,10.60927425126762,0.0,58891.87,302.0,0.1166666666666666,4.733333333333333,22.83333333333333,0.0,2,0,3825900.0,2178001.0,2621100.0,14.0,7.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2291957.714285714,8.714285714285714,,,,,0.0
17,66.0,,,,,0.0,0,0.1,10.9,12.816666666666666,4.699999809265137,4.8,92400.0,389546.75,2738.0,14.134199134199134,11.284909962668152,0.0,481946.75,2738.0,0.1,10.9,12.816666666666666,0.0,1,0,13691000.0,18542000.0,14599000.0,62.0,97.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14874571.42857143,77.28571428571429,,,,,0.0
24,11.0,24.6,35.0,15.6,92.0,0.0,0,0.25,7.966666666666667,27.48333333333333,5.0,5.0,68400.0,54038.62,1099.0,19.37280701754386,15.276111788198884,0.0,122438.62,1099.0,0.25,7.966666666666667,27.48333333333333,0.0,5,1,621600.0,638700.0,604600.0,5.0,4.0,3.0,24.9,24.9,25.7,26.0,26.4,25.8,25.2,22.2,54.8,13.3,24.1,8.2,16.9,51.8,17.5,9.2,9.4,7.7,11.6,20.5,18.8,92.0,94.0,89.0,91.0,89.0,90.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1040157.1428571428,4.714285714285714,25.471428571428568,24.928571428571427,13.071428571428571,91.0,0.0
9,26.0,,,,,0.0,0,0.0833333333333333,8.933333333333334,28.58333333333333,4.699999809265137,4.7,55208.0,68687.96,743.0,63.523402405448486,14.762412510140058,0.0,123895.96,743.0,0.0833333333333333,8.933333333333334,28.58333333333333,0.0,4,0,4453000.0,5823750.0,6016000.0,24.0,23.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5665250.0,24.285714285714285,,,,,0.0
10,29.0,,,,,0.0,0,0.0,10.933333333333334,26.616666666666667,4.800000190734863,4.8,165000.0,156345.67,3411.0,29.74242424242424,18.85373608364082,0.0,321345.67000000004,3411.0,0.0,10.933333333333334,26.616666666666667,0.0,2,0,10622700.0,14007000.0,7017700.0,22.0,35.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7071157.142857143,18.0,,,,,0.0
12,106.0,26.7,11.9,13.2,87.0,0.0,0,0.0666666666666666,11.333333333333334,20.683333333333334,4.800000190734863,4.7,120000.0,494349.0,3168.0,35.5,14.315797139268009,0.0,614349.0,3168.0,0.0666666666666666,11.333333333333334,20.683333333333334,0.0,2,0,21426000.0,20296000.0,22489000.0,115.0,94.0,100.0,27.4,27.7,27.5,27.0,26.9,27.4,27.2,4.2,0.3,0.4,0.0,0.5,0.4,0.9,17.3,13.8,11.9,7.9,12.9,10.4,8.6,79.0,75.0,72.0,73.0,77.0,78.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21187428.57142857,101.0,27.228571428571428,2.5285714285714285,12.485714285714286,77.28571428571429,0.0
16,10.0,,,,,0.0,0,0.4333333333333333,8.75,18.633333333333333,4.800000190734863,4.6,0.0,127955.68,814.0,,18.25006908642117,16.05,127955.68,814.0,0.4333333333333333,8.75,18.633333333333333,16.05,6,1,441100.0,754400.0,1986300.0,1.0,3.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1462728.5714285714,6.428571428571429,,,,,0.0
27,23.0,,,,,0.0,0,0.3166666666666666,11.283333333333331,17.916666666666668,4.699999809265137,4.7,68400.0,263581.66,2389.0,25.723684210526315,14.534395147219271,0.0,331981.66,2389.0,0.3166666666666666,11.283333333333331,17.916666666666668,0.0,5,1,10357600.0,9734900.0,10048800.0,22.0,24.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9803014.285714284,24.714285714285715,,,,,0.0
22,0.0,,,,,0.0,0,,,,,,,0.0,0.0,,,,0.0,0.0,,,,0.0,5,1,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,,,0.0
12,69.0,26.5,11.2,15.9,86.0,0.0,0,0.05,11.116666666666667,25.78333333333333,4.699999809265137,4.6,270398.0,579582.59,16095.0,4.426807890590907,5.274485556924683,,849980.59,16095.0,0.05,11.116666666666667,25.78333333333333,0.0,6,1,16908000.0,15310500.0,17751000.0,86.0,79.0,81.0,27.0,27.3,28.1,27.6,27.7,28.0,28.0,3.8,3.9,5.4,3.1,5.1,3.7,5.5,17.7,22.6,29.7,30.0,33.0,33.4,33.2,83.0,82.0,78.0,80.0,78.0,77.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16581814.285714284,86.57142857142857,27.457142857142856,5.171428571428572,26.042857142857144,80.57142857142857,0.0
27,5.0,,,,,0.0,0,0.3166666666666666,22.35,21.816666666666663,4.900000095367432,4.5,42000.0,25682.03,647.0,28.18095238095238,7.082773441196043,13.97,67682.03,647.0,0.3166666666666666,22.35,21.816666666666663,13.97,0,0,3186600.0,1545700.0,1039500.0,9.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1998285.7142857143,4.571428571428571,,,,,0.0
11,39.0,28.0,0.2,15.0,75.0,0.0,0,0.0,13.266666666666667,21.8,4.800000190734863,4.8,328204.0,207648.0,1225.0,25.133453583746693,27.10115194945292,0.0,535852.0,1225.0,0.0,13.266666666666667,21.8,0.0,4,0,16314600.0,13493600.0,8764600.0,39.0,35.0,26.0,28.0,27.5,26.9,27.1,26.8,27.0,27.3,0.0,0.0,1.0,0.9,2.8,8.1,9.2,10.6,11.2,11.0,11.2,10.7,11.2,16.7,68.0,71.0,80.0,79.0,86.0,85.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14490828.57142857,36.71428571428572,27.32857142857143,1.8571428571428577,11.55714285714286,77.71428571428571,0.0
21,15.0,,,,,0.0,0,0.0,8.633333333333333,7.55,4.699999809265137,4.8,24960.0,142708.06,930.0,4.887820512820513,12.788345661765703,0.0,167668.06,930.0,0.0,8.633333333333333,7.55,0.0,3,0,2055000.0,3200500.0,3520000.0,14.0,18.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2919785.714285714,14.428571428571429,,,,,0.0
24,9.0,26.5,21.6,15.3,88.0,0.0,0,0.15,13.183333333333334,22.316666666666663,5.0,5.0,27600.0,18952.99,216.0,14.528985507246375,7.486945331580927,0.0,46552.990000000005,216.0,0.15,13.183333333333334,22.316666666666663,0.0,2,0,1020900.0,236900.0,324800.0,12.0,1.0,1.0,26.0,25.3,26.2,26.3,25.2,26.6,27.0,15.3,54.6,17.3,7.7,28.5,14.8,15.3,18.4,21.4,23.1,14.0,9.0,12.5,12.1,91.0,94.0,89.0,88.0,95.0,88.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449014.28571428574,5.571428571428571,26.01428571428572,22.828571428571426,16.242857142857144,90.42857142857144,0.0
53,2.0,,,,,0.0,0,0.0,11.833333333333334,14.2,4.800000190734863,5.0,16800.0,0.0,37.0,6.696428571428571,,0.0,16800.0,37.0,0.0,11.833333333333334,14.2,0.0,0,0,461600.0,150000.0,625000.0,4.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,509514.28571428574,3.4285714285714284,,,,,0.0
13,3.0,26.8,10.0,7.8,90.0,0.0,0,,,,4.699999809265137,5.0,,25676.8,309.0,,13.611509222333002,0.0,25676.8,309.0,,,,0.0,2,0,0.0,645250.0,1649000.0,0.0,2.0,6.0,26.6,25.8,25.4,24.8,25.3,25.2,26.1,18.6,26.9,13.4,15.9,15.8,29.4,10.6,8.3,9.2,12.0,15.3,17.1,9.9,9.8,89.0,91.0,91.0,91.0,90.0,93.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,607928.5714285715,2.571428571428572,25.7,18.571428571428573,11.37142857142857,90.71428571428572,0.0
1,13.0,,,,,0.0,0,0.4,11.516666666666667,32.55,4.300000190734863,0.0,61000.0,51109.06,1117.0,30.942622950819672,27.33370560914249,,112109.06,1117.0,0.4,11.516666666666667,32.55,0.0,5,1,1953000.0,5038000.0,2165500.0,6.0,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4102071.4285714286,9.857142857142858,,,,,0.0
11,30.0,26.5,4.4,21.1,86.0,0.0,0,0.0,12.083333333333334,29.73333333333333,4.800000190734863,4.7,148000.0,,,52.95878378378379,,0.0,148000.0,0.0,0.0,12.083333333333334,29.73333333333333,0.0,0,0,12265500.0,13182900.0,10637000.0,28.0,36.0,31.0,27.1,27.5,27.5,27.2,27.1,27.0,27.4,4.7,1.4,0.9,2.1,0.6,1.5,3.1,23.5,22.1,18.3,17.8,12.8,12.2,10.2,82.0,80.0,80.0,83.0,81.0,83.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10773857.142857144,31.428571428571427,27.12857142857143,2.228571428571429,18.25714285714286,82.14285714285714,0.0
53,8.0,,,,,0.0,0,0.0,7.466666666666667,9.466666666666669,4.800000190734863,5.0,14400.0,13448.88,31.0,0.3472222222222222,8.959853906050169,0.0,27848.88,31.0,0.0,7.466666666666667,9.466666666666669,0.0,0,0,0.0,518000.0,678000.0,0.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,314428.5714285714,2.2857142857142856,,,,,0.0
6,23.0,27.1,5.9,18.2,79.0,0.0,0,0.1833333333333333,16.05,25.416666666666668,4.699999809265137,4.8,,225760.33,5421.0,,4.393154457206897,0.0,225760.33,5421.0,0.1833333333333333,16.05,25.416666666666668,0.0,5,1,7338200.0,7761050.0,5664550.0,30.0,29.0,16.0,27.1,27.3,26.5,27.0,27.7,27.7,27.9,0.0,0.0,0.3,2.1,0.4,0.5,0.7,21.8,17.3,16.5,14.2,16.8,17.7,21.1,70.0,65.0,76.0,77.0,79.0,80.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6516985.714285715,21.714285714285715,27.2,1.314285714285715,17.5,75.14285714285714,0.0
16,0.0,,,,,0.0,0,,,,,4.6,,0.0,0.0,,,0.0,0.0,0.0,,,,0.0,1,0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,0.0
6,17.0,27.1,17.6,17.5,84.0,0.0,0,0.1,15.85,39.05,4.900000095367432,4.8,85200.0,160032.25,2759.0,9.008215962441314,14.4083458177961,0.0,245232.25,2759.0,0.1,15.85,39.05,0.0,6,1,13201550.0,6648800.0,11191950.0,37.0,18.0,27.0,27.6,27.6,26.8,27.2,26.8,26.4,25.5,8.1,2.7,16.2,9.4,18.9,17.4,15.6,18.5,18.6,14.1,13.7,11.0,13.0,14.9,82.0,80.0,86.0,85.0,87.0,88.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10469228.57142857,27.142857142857142,27.071428571428573,12.900000000000002,15.2,84.57142857142857,0.0
35,22.0,,,,,0.0,0,0.1333333333333333,10.483333333333333,14.433333333333334,4.699999809265137,4.6,70000.0,124599.0,4207.0,26.565,12.05382868241318,0.0,194599.0,4207.0,0.1333333333333333,10.483333333333333,14.433333333333334,0.0,0,0,8987630.0,9786980.0,8574900.0,33.0,41.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7715880.0,31.142857142857142,,,,,0.0
10,46.0,,,,,0.0,0,0.0,10.633333333333333,31.016666666666666,4.800000190734863,4.8,117000.0,216722.67,11392.0,82.74700854700855,9.22976816407808,,333722.67000000004,11392.0,0.0,10.633333333333333,31.016666666666666,0.0,5,1,9449200.0,10356600.0,10511500.0,33.0,37.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11402542.857142856,36.85714285714285,,,,,0.0
22,9.0,,,,,0.0,0,0.35,19.83333333333333,19.15,,4.8,,0.0,0.0,,,0.0,0.0,0.0,0.35,19.83333333333333,19.15,0.0,1,0,1128000.0,474000.0,794000.0,6.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1209000.0,6.857142857142857,,,,,0.0
18,3.0,,,,,0.0,0,0.3666666666666666,17.616666666666667,21.316666666666663,4.5,,47520.0,,,14.002525252525253,,,47520.0,0.0,0.3666666666666666,17.616666666666667,21.316666666666663,0.0,5,1,330700.0,1047300.0,2292600.0,7.0,2.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1125142.857142857,4.571428571428571,,,,,0.0
31,5.0,25.2,23.9,18.0,86.0,0.0,0,0.05,17.85,36.48333333333333,4.900000095367432,5.0,,0.0,345.0,,,15.24,0.0,345.0,0.05,17.85,36.48333333333333,15.24,3,0,2974500.0,1154750.0,2260750.0,7.0,3.0,4.0,23.3,24.7,25.3,24.7,24.7,25.2,25.3,33.5,25.0,10.5,15.8,17.7,14.5,11.6,16.4,15.3,10.6,10.1,8.8,8.1,10.7,95.0,89.0,88.0,91.0,91.0,86.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660214.2857142857,4.714285714285714,24.728571428571428,20.12857142857143,12.471428571428572,89.42857142857143,0.0
22,5.0,,,,,0.0,0,0.2333333333333333,13.033333333333331,30.95,,4.8,,0.0,0.0,,,0.0,0.0,0.0,0.2333333333333333,13.033333333333331,30.95,0.0,4,0,931000.0,2065000.0,565000.0,5.0,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067857.142857143,6.285714285714286,,,,,0.0
35,22.0,,,,,0.0,0,0.0833333333333333,12.6,16.316666666666666,4.800000190734863,4.6,72800.0,202899.0,1589.0,12.565934065934066,14.51855356605996,0.0,275699.0,1589.0,0.0833333333333333,12.6,16.316666666666666,0.0,2,0,4047150.0,9337860.0,4390850.0,14.0,34.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5861918.571428572,22.142857142857142,,,,,0.0
1,6.0,,,,,0.0,0,0.6833333333333333,12.033333333333331,33.7,4.400000095367432,0.0,38000.0,50389.96,936.0,7.578947368421052,3.2546165942580627,,88389.95999999999,936.0,0.6833333333333333,12.033333333333331,33.7,0.0,4,0,2139000.0,2753000.0,1953000.0,8.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3094642.8571428573,7.857142857142857,,,,,0.0
12,78.0,27.8,2.8,24.5,84.0,0.0,0,0.6166666666666667,9.516666666666667,24.883333333333333,4.800000190734863,4.6,420510.0,801910.06,20057.0,15.990107250719364,4.852165091930633,0.0,1222420.06,20057.0,0.6166666666666667,9.516666666666667,24.883333333333333,0.0,6,1,19002000.0,16314500.0,16907000.0,86.0,85.0,81.0,28.1,27.7,27.4,27.0,27.2,26.7,27.0,1.2,0.4,3.3,13.9,2.6,8.9,6.2,21.4,18.3,14.5,21.1,19.5,19.9,21.7,83.0,84.0,86.0,86.0,84.0,85.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16303714.285714284,82.42857142857143,27.414285714285715,4.728571428571429,19.885714285714283,84.57142857142857,0.0
49,9.0,,,,,0.0,0,1.2166666666666668,5.983333333333333,31.48333333333333,4.099999904632568,,39920.0,,,20.16533066132265,,,39920.0,0.0,1.2166666666666668,5.983333333333333,31.48333333333333,0.0,1,0,2474000.0,2805000.0,3001000.0,11.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2213142.8571428573,10.428571428571429,,,,,0.0
1,0.0,,,,,0.0,0,,,,4.599999904632568,,,,,,,,0.0,0.0,,,,0.0,5,1,0.0,1584000.0,2148000.0,0.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1355285.7142857143,1.7142857142857142,,,,,0.0
12,79.0,27.7,1.2,27.3,73.0,0.0,0,0.0666666666666666,12.05,18.8,4.800000190734863,4.7,142000.0,513224.0,4121.0,23.767605633802816,14.594017427088367,0.0,655224.0,4121.0,0.0666666666666666,12.05,18.8,0.0,6,1,21941998.0,21347997.0,19725000.0,93.0,88.0,95.0,27.6,27.6,27.0,26.5,26.7,26.4,26.7,4.0,0.7,10.8,9.0,7.5,12.7,16.3,23.9,23.9,16.8,16.6,18.3,15.7,10.1,74.0,78.0,83.0,85.0,84.0,86.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22449427.14285714,101.42857142857144,27.071428571428573,6.557142857142858,20.357142857142858,80.42857142857143,0.0
41,4.0,,,,,0.0,0,0.1166666666666666,11.766666666666667,30.08333333333333,4.300000190734863,4.5,13800.0,0.0,229.0,13.985507246376812,,0.0,13800.0,229.0,0.1166666666666666,11.766666666666667,30.08333333333333,0.0,5,1,797000.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,830333.3333333334,5.333333333333333,,,,,0.0
